time_sec,x,y,yaw_deg,target_x,target_y,distance_to_goal,heading_error_deg,linear_speed,angular_speed,mode
14.709811,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
14.759966,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
14.810112,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
14.860214,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
14.910364,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
14.960460,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.010686,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.060852,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.110962,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.161619,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.211763,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.261873,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.312026,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.362182,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.412450,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.462572,0.075221,2.142109,161.099016,0.049124,2.152570,0.028116,-2.941420,0.000000,-0.080000,转向
15.512709,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.562843,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.612996,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.663133,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.713308,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.763407,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.813653,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.863778,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.913929,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
15.964059,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.016201,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.066868,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.117017,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.167121,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.219991,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.270222,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.320332,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.370445,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.420510,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.471621,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.521836,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.572024,0.074109,2.142490,156.765163,0.049124,2.152570,0.026943,1.264280,0.025000,0.000000,前进
16.622169,0.051974,2.152082,156.570357,0.049124,2.152570,0.002891,13.721246,0.000000,0.000000,到达
